Strand,Pillar,Domain,Skill Area,Skill Set,Skill Subset,Skill Subset Annotation
Language Expression,Oral Discourse,Effective Presentation,Presentation Techniques,Design Principles,Creating Visual Appeal,"The ability to apply design principles to create visually appealing presentations, like using color schemes and layout effectively."
Language Expression,Oral Discourse,Effective Presentation,Presentation Techniques,Responding To Questions,Providing Clear Answers,"The skill of answering audience questions clearly and effectively, such as clarifying points made during a presentation."
Language Expression,Oral Discourse,Listening,Active and Critical Listening,Apply Active Listening Behaviors,Apply Active Listening Behaviors,"The ability to attend, paraphrase, and provide feedback that demonstrates understanding."
Language Expression,Oral Discourse,Listening,Active and Critical Listening,Evaluate Messages Critically,Evaluate Messages Critically,"The ability to evaluate credibility, logic, and relevance of spoken information."
Language Expression,Oral Discourse,Presentation,Organization and Audience Adaptation,Organize and Adapt Content,Organize and Adapt Content,"The ability to organize key ideas logically and adapt content, tone, and style to the audience."
Language Expression,Oral Discourse,Presentation,Visuals and Q&A,Use Visuals and Manage Q&A,Use Visuals and Manage Q&A,The ability to select effective visuals and respond to audience questions with clarity.
Language Expression,Oral Discourse,Rhetoric,Reasoning and Fallacies,Avoid Logical Fallacies,Avoid Logical Fallacies,The ability to recognize and avoid common logical fallacies in spoken arguments.
Language Expression,Oral Discourse,Rhetoric,Rhetorical Appeals and Strategies,Apply Appeals and Narrative/Figurative Strategies,Apply Appeals and Narrative/Figurative Strategies,"The ability to employ logical, ethical, and emotional appeals and select narrative/figurative strategies to achieve purpose."
Language Expression,Oral Discourse,Rhetorical Strategies,Logos,Presenting Evidence,Citing Reliable Sources,"The ability to cite credible and reliable sources to support arguments, such as using peer-reviewed journals in a research presentation."
Language Expression,Oral Discourse,Rhetorical Strategies,Logos,Presenting Evidence,Using Data and Examples,"The ability to use examples alongside data to illustrate points clearly and effectively, such as providing real-world scenarios in a business proposal."
Language Expression,Oral Discourse,Rhetorical Strategies,Logos,Presenting Evidence,Using Data And Statistics,"The skill of incorporating data and statistics to provide evidence and support, like presenting survey data to back up a claim."
Language Expression,Oral Discourse,Rhetorical Strategies,Logos,Using Logical Arguments,Constructing Logical Arguments,"The skill of developing arguments based on logical reasoning, such as forming a step-by-step argument in a legal case."
Language Expression,Oral Discourse,Rhetorical Strategies,Logos,Using Logical Arguments,Structuring Arguments,"The knowledge of organizing arguments logically to enhance clarity and persuasiveness, such as using a clear structure in a debate."
Language Expression,Oral Discourse,Rhetorical Strategies,Logos,Using Logical Arguments,Supporting Arguments With Evidence,"The ability to provide strong evidence to back up arguments, like using scientific studies in a health presentation."
Language Expression,Oral Discourse,Rhetorical Strategies,Narrative Techniques,Relating Personal Anecdotes,Connecting Stories To Messages,"The skill of linking personal stories to the main message or theme, such as using a personal experience to illustrate a key point."
Language Expression,Oral Discourse,Rhetorical Strategies,Narrative Techniques,Relating Personal Anecdotes,Connecting with Audience,"The ability to use personal anecdotes to build a connection with the audience, like sharing relatable experiences."
Language Expression,Oral Discourse,Rhetorical Strategies,Narrative Techniques,Relating Personal Anecdotes,Sharing Relevant Stories,"The ability to use personal anecdotes to make points more relatable and impactful, such as sharing a personal success story in a motivational speech."
Language Expression,Oral Discourse,Rhetorical Strategies,Narrative Techniques,Using Storytelling Elements,Crafting Narratives,"The ability to create engaging and meaningful narratives, like narrating a journey of overcoming challenges."
Language Expression,Oral Discourse,Rhetorical Strategies,Narrative Techniques,Using Storytelling Elements,Structuring Narratives,"The knowledge of organizing storytelling elements into coherent and compelling narratives, such as developing a clear beginning, middle, and end."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Figuratives,Using Metaphors and Analogies,Creating Comparisons,"The knowledge of using comparisons to make complex ideas more accessible, like saying ""finding a needle in a haystack.""."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Figuratives,Using Metaphors And Analogies,Creating Metaphors,"The ability to craft metaphors that clarify and illustrate points, like comparing a challenging task to climbing a mountain."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Figuratives,Using Metaphors And Analogies,Drawing Relevant Analogies,"The skill of creating analogies that are directly relevant to the topic and easy for the audience to understand, such as comparing teamwork to a sports team."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Avoiding Logical Fallacies,Ensuring Logical Consistency,"The ability to construct arguments that are free from logical inconsistencies, such as verifying that all premises lead logically to the conclusion."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Avoiding Logical Fallacies,Recognizing Common Fallacies,"The skill of identifying typical logical fallacies in arguments, such as ad hominem attacks or slippery slope arguments."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Avoiding Logical Fallacies,Recognizing Fallacies in Speech,"The knowledge of spotting logical errors in spoken arguments, such as identifying false dilemmas or straw man fallacies in debates."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Recognizing Fallacies In Speech,Critiquing Invalid Reasoning,"The skill of analyzing and critiquing arguments based on their logical soundness, such as highlighting circular reasoning."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Recognizing Fallacies In Speech,Identifying Fallacies In Arguments,"The ability to detect logical fallacies within arguments during debates and discussions, like pointing out hasty generalizations."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Using Rhetorical Questions,Formulating Rhetorical Questions,"The skill of creating questions designed to engage the audience and provoke thought, like asking ""What if?"" scenarios."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Using Rhetorical Questions,Provoking Thought,"The skill of using questions to encourage the audience to think deeply about the topic, like asking ""How would you feel if...?""."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Logic,Using Rhetorical Questions,Using Questions To Engage Audience,"The ability to use questions to maintain audience interest and involvement, such as posing thought-provoking questions during a lecture."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Appealing To Emotions,Connecting With Audience Emotionally,"The ability to create an emotional bond with the audience through the use of stories, language, and personal connections, like sharing heartfelt anecdotes."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Appealing To Emotions,Using Emotional Language,"The skill of using language that evokes emotions to connect with the audience, such as describing vivid emotional experiences."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Applying Humor Appropriately,Engaging Audience Laugh,"The skill of using humor effectively to connect with and entertain the audience, like incorporating light-hearted remarks to maintain engagement."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Applying Humor Appropriately,Enhancing Presentations With Wit,"The ability to incorporate wit and humor to make presentations more engaging and enjoyable, like using clever anecdotes."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Applying Humor Appropriately,Identifying Appropriate Humor,"The knowledge of recognizing suitable moments for humor within a presentation or discussion, like lightening the mood with a joke in a less formal setting."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Establishing Credibility,Building Trust With Audience,"The skill of creating and fostering trust between the presenter and the audience, like being transparent and ethical."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Establishing Credibility,Demonstrating Expertise,"The ability to establish oneself as an authority on the subject matter being presented, like highlighting relevant experience."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Establishing Credibility,Presenting Credentials,"The ability to present qualifications and credentials to bolster credibility, like mentioning academic degrees or certifications."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Making Legal Arguments,Analyzing Past Events,"The skill of using historical and past events to construct logical and persuasive legal arguments, like referencing case precedents."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Motivating Action,Encouraging Decision-Making,"The skill of motivating the audience to take action or make decisions based on the presentation, like prompting a call to action."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Understanding Timing,Choosing Appropriate Moments,"The ability to select the right moments for humor, arguments, or key points to enhance the presentation, such as pausing before making a significant remark."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Understanding Timing,Identifying Opportune Moments,"The ability to recognize the best moments to introduce key points or strategies, such as timing arguments for maximum impact in a debate."
Language Expression,Oral Discourse,Rhetorical Strategies,Rhetorical Strategies,Understanding Timing,Timing Arguments Effectively,"The skill of making arguments at the right time for maximum impact, like presenting the strongest points during crucial moments in a speech."
Language Expression,Oral Discourse,Rhetorical Strategies,Style,Adapting Speech Style,Adjusting Style To Context,"The skill of modifying speech style to suit the context of the presentation or discussion, such as using formal language in a business meeting."
Language Expression,Oral Discourse,Rhetorical Strategies,Style,Adapting Speech Style,Tailoring Language To Audience,"The ability to customize language and presentation style according to the audience, such as using layman's terms for a general audience."
Language Expression,Oral Discourse,Rhetorical Strategies,Style,Crafting Speech Style,Adapting Speech Style,"The skill of dynamically adjusting speech style to improve audience engagement and message delivery, such as shifting tone for emphasis."
Language Expression,Oral Discourse,Rhetorical Strategies,Style,Crafting Speech Style,Developing Distinctive Style,"The knowledge of creating a unique and memorable speech style, such as using a conversational tone to connect with the audience."
Language Expression,Oral Discourse,Rhetorical Strategies,Style,Crafting Speech Style,Using Language Creatively,"The ability to use creative language techniques to enhance presentations, such as incorporating wordplay or vivid imagery."
Language Expression,Oral Discourse,Speaking,Formal and Informal Speaking,Formal Speaking Performance,Formal Speaking Performance,"The ability to plan and deliver clear, structured speeches and presentations for specific audiences."
Language Expression,Oral Discourse,Speaking,Formal and Informal Speaking,Informal Speaking Performance,Informal Speaking Performance,"The ability to engage in coherent, fluent conversation and adapt register to context."
Language Expression,Oral Discourse,Speaking,Listening,Active Listening,Demonstrating Attentiveness,"The ability to show active engagement through non-verbal cues and responsive feedback, such as making eye contact and leaning forward."
Language Expression,Oral Discourse,Speaking,Listening,Active Listening,Practicing Focused Listening,"The skill of maintaining focused and undistracted attention during conversation or presentation, such as avoiding multitasking while listening."
Language Expression,Oral Discourse,Speaking,Listening,Active Listening,Providing Feedback,"The skill of giving feedback that demonstrates attentive listening and understanding, such as nodding and summarizing points made by the speaker."
Language Expression,Oral Discourse,Speaking,Listening,Critical Listening,Analyzing Messages,"The ability to critically evaluate and analyze the messages conveyed by a speaker, such as assessing the logical coherence of arguments."
Language Expression,Oral Discourse,Speaking,Listening,Critical Listening,Evaluating Credibility,"The skill of assessing the credibility and reliability of the information presented, such as checking the validity of sources cited by the speaker."
Language Expression,Oral Discourse,Speaking,Listening,Critical Listening,Evaluating Information,"The ability to evaluate the accuracy and relevance of information received, such as discerning fact from opinion in a discussion."
Language Expression,Oral Discourse,Speaking,Listening,Understanding Formal Vs Informal Register,Adapting To Communication Contexts,"The skill of switching between formal and informal registers appropriately based on the context, such as using formal language in a job interview."
Language Expression,Oral Discourse,Speaking,Listening,Understanding Formal Vs Informal Register,Identifying Register Differences,"The knowledge of distinguishing between formal and informal speech registers, such as recognizing the difference between casual conversation and professional presentation."
Language Expression,Oral Discourse,Speaking,Speaking,Formal Speaking,Oral Presentation,"The skill of delivering structured and coherent presentations in front of an audience, such as presenting a project report."
Language Expression,Oral Discourse,Speaking,Speaking,Formal Speaking,Public Speaking,"The ability to speak effectively in front of an audience in formal settings, such as delivering a keynote address."
Language Expression,Oral Discourse,Speaking,Speaking,Informal Speaking,Casual Conversations,"The skill of engaging naturally in everyday conversations, such as discussing weekend plans with friends."
Language Expression,Oral Discourse,Speaking,Speaking,Informal Speaking,Engaging In Casual Conversations,"The skill of participating in informal dialogues and interactions smoothly, such as chatting with colleagues during a break."
Language Expression,Oral Discourse,Speaking,Speaking,Informal Speaking,Engaging in Daily Dialogues,"The ability to participate in routine verbal interactions effectively, such as greeting coworkers and discussing daily tasks."
Language Expression,Oral Discourse,Speaking,Speaking,Informal Speaking,Transitioning Between Topics Smoothly,"The ability to transition between different topics in a conversation without disjointedness, such as moving from one subject to another fluidly."
Language Expression,Oral Discourse,Speaking,Speaking,Oral Presentation,Designing Presentations,"The skill of creating visual and verbal content for effective presentations, such as designing slides and preparing speaking notes."
Language Expression,Oral Discourse,Speaking,Speaking,Oral Presentation,Speaking With Confidence,"The ability to deliver presentations confidently and assertively, such as maintaining a steady voice and direct eye contact."
Language Expression,Oral Discourse,Speaking,Speaking,Public Speaking,Managing Speaking Anxiety,"The ability to cope with and reduce anxiety when speaking in public, such as practicing deep breathing techniques."
Language Expression,Oral Discourse,Speaking,Speaking,Public Speaking,Structuring Public Speeches,"The knowledge of organizing public speeches to ensure clarity and impact, such as using a clear introduction, body, and conclusion."
Language Expression,Writing,Mechanics and Conventions,Grammar and Usage,Apply Grammar and Usage in Context,Apply Grammar and Usage in Context,The ability to apply grammar and usage accurately in authentic writing contexts.
Language Expression,Writing,Mechanics and Conventions,Grammar And Usage,Correcting Grammatical Errors,Correct Word Choice,"The ability to select the appropriate words to convey precise meanings and avoid usage errors, such as choosing ""affect"" instead of ""effect"" where appropriate."
Language Expression,Writing,Mechanics and Conventions,Grammar And Usage,Correcting Grammatical Errors,Correcting Usage Mistakes,"The skill of correcting common grammatical errors in writing to improve clarity and accuracy, such as switching ""Their going to the party"" to ""They’re going to the party"" in writing."
Language Expression,Writing,Mechanics and Conventions,Grammar And Usage,Identifying Grammatical Errors,Avoiding Common Errors,"The skill of recognizing and avoiding common grammatical mistakes in writing, such as using ""less"" with countable nouns instead of ""fewer,"" like in ""less apples"" corrected to ""fewer apples.""."
Language Expression,Writing,Mechanics and Conventions,Grammar And Usage,Identifying Grammatical Errors,Recognizing Common Errors,"The ability to identify frequent grammatical mistakes in writing, such as subject-verb agreement and incorrect tense usage, such as subject-verb agreement errors in sentences like ""She go to the store"" (instead of ""She goes to the store"")."
Language Expression,Writing,Mechanics and Conventions,Grammar And Usage,Using Grammar Correctly,Applying Grammar In Writing,"The ability to apply grammar rules correctly in one's writing to enhance readability and accuracy, such as ensuring sentence variety and proper punctuation in complex sentences."
Language Expression,Writing,Mechanics and Conventions,Grammar And Usage,Using Grammar Correctly,Understanding Grammar Rules,"The knowledge of essential grammar rules and how they apply to writing, such as the difference between ""who"" and ""whom"" and applying them correctly."
Language Expression,Writing,Mechanics and Conventions,Mechanics,Capitalization And Punctuation,Applying Basic Capitalization Rules,"The knowledge of basic capitalization rules and their correct application in writing, such as capitalizing ""New York City"" or ""Professor Smith.""."
Language Expression,Writing,Mechanics and Conventions,Mechanics,Capitalization And Punctuation,Applying Basic Punctuation Rules,"The ability to use punctuation marks correctly to clarify meaning and improve readability, such as placing commas correctly in a list: ""apples, bananas, and oranges.""."
Language Expression,Writing,Mechanics and Conventions,Mechanics,Capitalization And Punctuation,Using Advanced Punctuation Techniques,"The skill of using advanced punctuation techniques, such as semicolons and dashes, to enhance writing, such as semicolons to link closely related independent clauses: ""She loves reading; it’s her favorite hobby.""."
Language Expression,Writing,Mechanics and Conventions,Mechanics,Correcting Spelling Errors,Applying Spelling Rules,"The knowledge of standard spelling rules and the ability to apply them to avoid spelling mistakes, like ""I before E except after C"" to avoid mistakes such as ""recieve"" corrected to ""receive.""."
Language Expression,Writing,Mechanics and Conventions,Punctuation and Capitalization,Apply Punctuation and Capitalization,Apply Punctuation and Capitalization,The ability to apply punctuation and capitalization rules to convey meaning and improve readability.
Language Expression,Writing,Mechanics and Conventions,Spelling,Apply Spelling Patterns and Rules,Apply Spelling Patterns and Rules,"The ability to spell accurately using patterns, rules, and reference tools as needed."
Language Expression,Writing,Research and Evidence,Citing Sources,Avoid Plagiarism and Cite Sources,Avoid Plagiarism and Cite Sources,"The ability to paraphrase accurately, quote appropriately, and use citation styles to credit sources."
Language Expression,Writing,Research and Evidence,Citing Sources,Avoiding Plagiarism,Paraphrasing Appropriately,"The skill of rephrasing information from sources accurately without copying, such as summarizing a paragraph in one's own words while retaining the original meaning."
Language Expression,Writing,Research and Evidence,Citing Sources,Avoiding Plagiarism,Understanding Plagiarism,"The comprehension of what constitutes plagiarism and how to avoid it in writing, such as recognizing the importance of crediting original authors."
Language Expression,Writing,Research and Evidence,Citing Sources,Providing Correct References,Listing References Accurately,The ability to create accurate reference lists and bibliographies according to citation standards.
Language Expression,Writing,Research and Evidence,Citing Sources,Providing Correct References,"Using Citation Styles (E.G., APA, MLA)","The knowledge of standard citation styles and how to use them correctly in writing, such as in-text citations and reference lists."
Language Expression,Writing,Research and Evidence,Conducting Research,Formulate Questions and Gather/Evaluate Sources,Formulate Questions and Gather/Evaluate Sources,"The ability to pose researchable questions, locate information, and evaluate source credibility."
Language Expression,Writing,Research and Evidence,Conducting Research,Gathering Sources,Collecting Relevant Information,"The skill of identifying and gathering information relevant to the research topic, such as finding academic articles related to a thesis statement."
Language Expression,Writing,Research and Evidence,Conducting Research,Gathering Sources,Evaluating Source Credibility,"The ability to evaluate the reliability and credibility of sources to ensure accurate information, such as assessing the author's credentials and the publication’s reputation."
Language Expression,Writing,Research and Evidence,Conducting Research,Researching Topics,Finding Reliable Sources,"The skill of locating credible and reliable sources for information, such as peer-reviewed journals and authoritative books for accurate information."
Language Expression,Writing,Research and Evidence,Conducting Research,Researching Topics,Formulating Research Questions,"The knowledge of developing focused and relevant research questions to guide the investigation, such as ""What are the effects of social media on teenagers’ self-esteem?""."
Language Expression,Writing,Research and Evidence,Integrating Evidence,Integrate and Attribute Evidence,Integrate and Attribute Evidence,The ability to integrate quotations and paraphrases with accurate attribution and present data clearly.
Language Expression,Writing,Research and Evidence,Integrating Evidence,Integrating Quotes,Formatting Quotations,"The knowledge of formatting quotations correctly within the text to maintain clarity and flow, such as using block quotes for lengthy excerpts."
Language Expression,Writing,Research and Evidence,Integrating Evidence,Integrating Quotes,Quoting Texts Correctly,"The ability to accurately quote texts, including using quotation marks and proper in-text citation, such as ""As Smith states, 'social media impacts mental health' (Smith, 2020).""."
Language Expression,Writing,Research and Evidence,Integrating Evidence,Using Evidence,Citing Credible Sources,"The knowledge of citing sources correctly to provide evidence and give credit to original authors, such as using citations to support research claims."
Language Expression,Writing,Research and Evidence,Integrating Evidence,Using Evidence,Integrating Quotes,"The skill of incorporating quotes smoothly into writing to support arguments and ideas, such as introducing quotes with lead-ins and explanations."
Language Expression,Writing,Research and Evidence,Integrating Evidence,Using Evidence,Paraphrasing Information,"The ability to paraphrase information from sources accurately while maintaining the original meaning, such as rewording an author's point in one's own language."
Language Expression,Writing,Research and Evidence,Integrating Evidence,Using Evidence Effectively,Incorporating Quotations Properly,"The ability to use quotations effectively to enhance arguments and provide support, such as integrating quotes to back up key points in an essay."
Language Expression,Writing,Research and Evidence,Integrating Evidence,Using Evidence Effectively,Presenting Data Accurately,"The skill of presenting data and evidence accurately to support claims in writing, such as displaying statistics clearly in a research report."
Language Expression,Writing,Style and Voice,Developing Style,Varying Sentence Structures,Avoiding Repetition,"The ability to avoid repetitive sentence structures to maintain reader interest, such as varying the opening words and lengths of sentences."
Language Expression,Writing,Style and Voice,Developing Style,Varying Sentence Structures,Combining Different Sentence Types,"The skill of using a variety of sentence structures to create a more engaging and dynamic writing style, such as mixing simple, compound, and complex sentences."
Language Expression,Writing,Style and Voice,Developing Style,Varying Sentence Structures,Varying Sentence Structure,"The knowledge of altering sentence structures to improve the clarity and flow of writing, such as changing between passive and active voices as appropriate."
Language Expression,Writing,Style and Voice,Developing Style,Varying Sentence Structures,Varying Sentence Structures,"The ability to vary sentence structures for improved readability and engagement, such as incorporating rhetorical questions and exclamations."
Language Expression,Writing,Style and Voice,Developing Style,Writing With Style,Using Descriptive Language,"The skill of enhancing writing with vivid and descriptive language to create clear imagery, such as describing a scene with sensory details."
Language Expression,Writing,Style and Voice,Establishing Voice,Developing Writer’s Voice,Establishing Mood,"The skill of creating and maintaining a specific mood in writing to enhance reader experience, such as using suspenseful language in mystery stories."
Language Expression,Writing,Style and Voice,Establishing Voice,Developing Writer’s Voice,Expressing Individual Perspective,"The skill of articulating personal viewpoints and perspectives effectively in writing, such as using first-person narrative in reflective essays."
Language Expression,Writing,Style and Voice,Establishing Voice,Developing Writer’s Voice,Identifying Personal Style,"The ability to recognize and develop a unique writing style that reflects the writer's personality and voice, such as incorporating personal anecdotes."
Language Expression,Writing,Style and Voice,Establishing Voice,Developing Writer’s Voice,Using Consistent Voice,"The ability to maintain a consistent voice throughout a piece of writing for coherence, such as keeping a formal tone in an academic paper."
Language Expression,Writing,Style and Voice,Establishing Voice,Using Consistent Voice And Tone,Adapting Voice To Audience,"The ability to adjust writing voice and tone to suit the specific audience and context, such as using a conversational tone for blog posts."
Language Expression,Writing,Style and Voice,Establishing Voice,Using Consistent Voice And Tone,Maintaining Voice Throughout Text,"The knowledge of how to sustain a consistent voice and tone from beginning to end of a text, such as maintaining a professional tone in a business report."
Language Expression,Writing,Style and Voice,Sentence Variety and Diction,Vary Sentence Structures and Refine Word Choice,Vary Sentence Structures and Refine Word Choice,"The ability to vary sentence structures and select precise, vivid language."
Language Expression,Writing,Style and Voice,Tone,Maintaining Appropriate Tone,Adjusting Tone As Needed,"The ability to modify tone to fit the purpose and audience of the writing, such as being respectful and conciliatory in a letter of apology."
Language Expression,Writing,Style and Voice,Tone,Maintaining Appropriate Tone,Adjusting Tone For Audience,"The knowledge of how to tailor tone to effectively communicate with different audiences, such as using technical jargon for experts and simple language for the general public."
Language Expression,Writing,Style and Voice,Tone,Maintaining Appropriate Tone,Recognizing Appropriate Tone,"The skill of identifying and using the appropriate tone for different writing contexts, such as formal, informal, or persuasive."
Language Expression,Writing,Style and Voice,Tone,Setting The Tone,Establishing Initial Tone,"The skill of setting the tone of a piece from the beginning to shape reader expectations, such as starting with a serious tone for a legal document."
Language Expression,Writing,Style and Voice,Tone,Setting The Tone,Maintaining Tone Consistency,"The knowledge of keeping a consistent tone throughout the writing for clarity and coherence, such as maintaining a humorous tone in a satire."
Language Expression,Writing,Style and Voice,Voice and Tone,Establish and Adapt Voice and Tone,Establish and Adapt Voice and Tone,The ability to establish a distinctive voice and adapt tone to purpose and audience.
Language Expression,Writing,Transcription Fluency,Handwriting Fluency,Produce Legible Script,Handwriting Fluency,The ability to produce legible letters and words at an age-appropriate rate.
Language Expression,Writing,Transcription Fluency,Keyboarding Fluency,Type Efficiently,Keyboarding Fluency,The ability to keyboard text efficiently and accurately.
Language Expression,Writing,Writing Process,Brainstorming,Generating Ideas,Brainstorming Topics,"The skill of generating a wide range of ideas and topics for writing through brainstorming techniques, such as free writing or mind mapping."
Language Expression,Writing,Writing Process,Brainstorming,Generating Ideas,Exploring Creative Ideas,"The ability to think creatively and generate original ideas for writing, such as using prompts to spark new storylines."
Language Expression,Writing,Writing Process,Brainstorming,Structuring Ideas,Categorizing Ideas,"The skill of organizing and categorizing ideas logically during the brainstorming process, such as grouping related themes together."
Language Expression,Writing,Writing Process,Brainstorming,Structuring Ideas,Creating Idea Maps,"The ability to visualize connections between ideas through mind mapping, such as using diagrams to link concepts."
Language Expression,Writing,Writing Process,Drafting,Develop and Organize Drafts,Develop and Organize Drafts,The ability to develop ideas into coherent drafts with clear structure and transitions.
Language Expression,Writing,Writing Process,Drafting,Developing Drafts,Expanding Ideas,"The skill of elaborating and developing initial ideas into detailed and coherent drafts, such as fleshing out bullet points into full paragraphs."
Language Expression,Writing,Writing Process,Drafting,Developing Drafts,Improving Draft Flow,"The ability to improve the flow and coherence of drafts through logical organization and transitions, such as linking paragraphs with transition sentences."
Language Expression,Writing,Writing Process,Drafting,Drafting Text,Developing Drafts,"The skill of refining and expanding drafts to enhance content and coherence, such as adding supporting details and examples."
Language Expression,Writing,Writing Process,Drafting,Drafting Text,Initial Drafting,"The knowledge of writing initial drafts to capture essential ideas and structure, such as creating the foundational layout for a novel."
Language Expression,Writing,Writing Process,Drafting,Drafting Text,Organizing Draft Content,"The ability to arrange content logically in drafts to improve clarity and readability, such as structuring arguments in a persuasive essay."
Language Expression,Writing,Writing Process,Drafting,Drafting Text,Writing Coherent Paragraphs,"The ability to write clear and coherent paragraphs that develop ideas effectively, such as ensuring each paragraph has a topic sentence and supporting details."
Language Expression,Writing,Writing Process,Drafting,Drafting Text,Writing Initial Drafts,"The skill of creating the initial draft of a text to capture the main ideas and structure, such as laying down the first version of a research paper."
Language Expression,Writing,Writing Process,Editing,Correcting Writing,Correcting Mistakes,"The knowledge of identifying and correcting mistakes in writing to improve accuracy and clarity, such as fixing punctuation errors."
Language Expression,Writing,Writing Process,Editing,Correcting Writing,Ensuring Consistency,"The ability to review and revise writing to ensure consistency in style and tone, such as maintaining the same tense throughout a story."
Language Expression,Writing,Writing Process,Editing,Correcting Writing,Proofreading For Spelling And Grammar,"The skill of proofreading writing to correct spelling and grammatical errors, such as identifying and fixing typos."
Language Expression,Writing,Writing Process,Editing,Editing Writing,Checking Grammar And Punctuation,"The skill of editing writing to correct grammatical and punctuation errors, such as ensuring subject-verb agreement."
Language Expression,Writing,Writing Process,Editing,Editing Writing,Refining Word Choice,"The ability to improve writing by selecting the most precise and effective words, such as replacing vague terms with specific vocabulary."
Language Expression,Writing,Writing Process,Feedback,Peer Review,Providing Constructive Feedback,"The skill of giving useful and specific feedback to peers to help improve their writing, such as commenting on clarity and coherence."
Language Expression,Writing,Writing Process,Feedback,Peer Review,Reviewing Peers' Work,"The ability to critically review and evaluate the writing of peers, such as providing insights on argument strength and organization."
Language Expression,Writing,Writing Process,Feedback,Self-Evaluation,Identifying Areas For Improvement,"The skill of recognizing specific aspects of one's writing that need enhancement, such as pinpointing sections that require more evidence."
Language Expression,Writing,Writing Process,Feedback,Self-Evaluation,Self-Review,"The knowledge of assessing one's own writing to identify strengths and areas for improvement, such as reviewing a draft for logical flow."
Language Expression,Writing,Writing Process,Planning,Brainstorming,Generating Ideas,"The ability to generate and explore a range of ideas for writing, such as listing potential topics for an essay."
Language Expression,Writing,Writing Process,Planning,Brainstorming,Organizing Thoughts,"The skill of organizing and structuring ideas logically before writing, such as outlining main points and supporting details."
Language Expression,Writing,Writing Process,Planning,Outlining Writing,Creating Idea Outlines,"The skill of organizing ideas into outlines to guide the writing process, such as using headings and bullet points."
Language Expression,Writing,Writing Process,Planning,Outlining Writing,Creating Outlines,"The ability to develop outlines that provide a clear plan for writing, such as listing main sections and subsections of a report."
Language Expression,Writing,Writing Process,Planning,Outlining Writing,Organizing Topics Logically,"The ability to arrange topics logically within an outline to ensure coherence, such as sequencing arguments in a debate presentation."
Language Expression,Writing,Writing Process,Planning,Outlining Writing,Structuring Writing Logically,"The knowledge of creating outlines to structure writing logically, such as drafting an outline for a research paper."
Language Expression,Writing,Writing Process,Planning,Planning Writing,Setting Writing Goals,"The skill of establishing specific goals and objectives for writing projects, such as setting a word count target."
Language Expression,Writing,Writing Process,Planning,Planning Writing,Structuring Writing Plans,"The ability to create detailed plans to guide the writing process, such as scheduling drafting and revision phases."
Language Expression,Writing,Writing Process,Planning,Plan and Outline Writing,Plan and Outline Writing,"The ability to brainstorm, generate ideas, and create outlines that organize content logically."
Language Expression,Writing,Writing Process,Publishing,Format and Publish Writing,Format and Publish Writing,The ability to format documents appropriately and prepare work for publication or submission.
Language Expression,Writing,Writing Process,Publishing,Formatting For Publication,Formatting Documents,"The knowledge of formatting documents to meet the standards for publication, such as adhering to a journal’s formatting guidelines."
Language Expression,Writing,Writing Process,Publishing,Formatting For Publication,Formatting For Publication,"The skill of formatting work correctly for publication, such as setting margins and font size in a manuscript."
Language Expression,Writing,Writing Process,Publishing,Preparing For Publication,Meeting Publication Standards,"The skill of ensuring writing meets the required standards for publication, such as following MLA or APA guidelines."
Language Expression,Writing,Writing Process,Publishing,Publishing Work,Preparing Manuscripts,"The ability to prepare manuscripts for submission to publishers, such as ensuring all formatting requirements are met."
Language Expression,Writing,Writing Process,Publishing,Publishing Work,Submitting For Publication,"The knowledge of how to submit manuscripts for publication according to publisher guidelines, such as including a cover letter and abstract."
Language Expression,Writing,Writing Process,Revising,Refining Content,Enhancing Clarity,"The ability to revise writing to improve clarity and understanding, such as simplifying complex sentences."
